idx	index	artists	name	danceability
27829	27829	['Keith Urban']	Making Memories Of Us	0.687
18748	18748	['Charli XCX']	detonate	0.648
7969	7969	['My Chemical Romance']	Teenagers	0.463
27985	27985	['Asking Alexandria']	The Final Episode (Let's Change Channel)	0.213
30511	30511	['Chance the Rapper', 'Nosaj Thing']	Paranoia	0.472
13765	13765	['Joey + Rory']	When I'm Gone	0.426
12315	12315	['Ben Rector']	I Will Always Be Yours	0.445
36994	36994	['LOCASH']	I Know Somebody	0.505
24340	24340	['Josh Gad']	In Summer - From "Frozen"/Soundtrack Version	0.500
15811	15811	['Redbird']	Ooh La La	0.557
4776	4776	['Lil Wayne']	Carter II	0.669
40139	40139	['Wilson Pickett']	In the Midnight Hour	0.750
36426	36426	['Poison']	Nothin' But A Good Time - Remastered 2006	0.570
30206	30206	["Whitey Morgan and the 78's"]	Bad News	0.673
12674	12674	['Michael Jackson']	Whatever Happens	0.677
37890	37890	['Sufjan Stevens']	The Dress Looks Nice on You	0.696
7572	7572	['Kendrick Lamar']	Sing About Me, I'm Dying Of Thirst	0.654
15407	15407	['Johnny Depp', 'Alan Rickman']	Pretty Women	0.292
10818	10818	['A.B. Quintanilla III Y Los Kumbia Kings']	Desde Que No Estás Aquí	0.719
22856	22856	['DaBaby', 'Roddy Ricch']	ROCKSTAR (feat. Roddy Ricch)	0.746
41481	41481	['Summer Walker']	Body	0.555
28039	28039	['Kenny Chesney']	The Good Stuff	0.586
28286	28286	['Calvin Harris', 'Ayah Marar']	Thinking About You (feat. Ayah Marar)	0.725
27446	27446	['blink-182']	Down	0.550
21441	21441	['Bubba Sparxxx', 'Ying Yang Twins', 'Mr. Coll...	Ms. New Booty	0.640
30758	30758	['Kid Cudi', 'Travis Scott']	Baptized In Fire	0.673
1003	1003	['TobyMac']	City On Our Knees	0.507
18851	18851	['Edvard Grieg', 'Mikhail Pletnev']	Lyric Pieces Book II, Op.38: 1. Berceuse	0.366
40548	40548	['Sweet Trip']	Milk	0.336
38359	38359	['Imran Khan']	Amplifier	0.727
36579	36579	['Selena Gomez']	Shake It Up - From "Shake It Up"	0.724
26939	26939	['Post Malone']	Over Now	0.569
40866	40866	['The Lacs']	Keep It Redneck	0.592
35762	35762	['The Rasmus']	In the Shadows	0.600
24233	24233	['Taylor Swift']	All Too Well	0.602
1063	1063	['Taylor Swift']	Innocent	0.552
26776	26776	['Keala Settle', 'The Greatest Showman Ensemble']	This Is Me	0.284
23571	23571	['Dixie Chicks']	Not Ready to Make Nice	0.425
10613	10613	['Gorillaz', 'Ed Case']	Clint Eastwood	0.810
30619	30619	['Bas', 'J. Cole']	My Nigga Just Made Bail	0.814
6883	6883	['Opeth']	Ghost of Perdition	0.292
15120	15120	['Molotov']	Marciano (I Turned Into A Martian)	0.773
26811	26811	['League of Legends', 'Against The Current']	Legends Never Die	0.498
31698	31698	['Britney Spears']	My Prerogative	0.751
7454	7454	['JAY-Z', 'Kanye West']	Ni**as In Paris	0.788
24300	24300	['Justin Timberlake', 'JAY-Z']	Suit & Tie (feat. Jay-Z)	0.795
31701	31701	['Andrew Lloyd Webber', 'Gerard Butler', 'Jenn...	Angel Of Music	0.296
6681	6681	['Brownside']	Eastside Drama	0.640
9226	9226	['The Grouch']	Breath	0.515
30425	30425	['Future']	Turn On The Lights	0.596
12265	12265	['PRETTYMUCH']	Would You Mind	0.645
19197	19197	['Usher']	Take Your Hand	0.831
19816	19816	['Alexandre Desplat']	Obliviate	0.294
28095	28095	['SOJA', 'Rebelution']	Here I Am	0.796
32613	32613	['bo en']	Every Day	0.646
27663	27663	['Christina Aguilera']	Candyman	0.686
23056	23056	['Ice Cube']	You Know How We Do It	0.743
10675	10675	['The Supermen Lovers', 'Mani Hoffman']	Starlight (Radio Edit)	0.739
39535	39535	['Young Dolph']	Sunshine	0.823
12097	12097	['Aisha Badru']	Waiting Around - Acoustic	0.484
21598	21598	['Chris Brown']	With You	0.662
38174	38174	['Fall Out Boy']	G.I.N.A.S.F.S.	0.378
16737	16737	['OutKast']	Intro	0.520
19364	19364	['Volován']	Monitor	0.582
14685	14685	['Matchbox Twenty']	Leave	0.438
22725	22725	['6ix9ine', 'Nicki Minaj', 'Murda Beatz']	FEFE	0.931
31629	31629	['Hunter Foster']	Suddenly Seymour	0.366
16816	16816	['Howard Shore']	Rivendell	0.091
6324	6324	['Phil Vassar']	That's When I Love You	0.552
4933	4933	['Feist']	My Moon My Man	0.728
8260	8260	['Quando Rondo']	Imperfect Flower	0.612
19167	19167	['The Rolling Stones']	She's A Rainbow - (Original Single Mono Version)	0.447
21181	21181	['The Strokes']	Reptilia	0.486
14206	14206	['Banda MS de Sergio Lizárraga']	Por Que Al Conocerte	0.734
14846	14846	['El Halcon De La Sierra']	Aquel Amor	0.843
15313	15313	['Evans Blue']	Beg	0.305
8666	8666	['Nirvana']	Dumb	0.685
5080	5080	['Shinedown']	If You Only Knew	0.449
15364	15364	['Benjamin Britten', 'Royal Philharmonic Orche...	Young Person's Guide To The Orchestra	0.218
3211	3211	['Dizzee Rascal', 'Armand Van Helden']	Bonkers	0.624
11319	11319	['Girl Talk']	No Pause	0.845
41553	41553	['I Prevail']	Breaking Down	0.503
38691	38691	['Sidewalk Prophets']	Live Like That	0.479
15027	15027	['Funeral For A Friend']	Juneau	0.478
13086	13086	['John Legend', 'Miri Ben-Ari']	Live It Up (feat. Miri Ben-Ari)	0.680
12740	12740	['Rivermaya']	Umaaraw, Umuulan	0.559
17539	17539	['Ricky Martin', 'Christina Aguilera']	Nobody Wants to Be Lonely (with Christina Agui...	0.635
18166	18166	['Big Sean', 'E-40']	I Don't Fuck With You	0.823
23404	23404	['Kanye West']	The New Workout Plan	0.704
40295	40295	['Stanley Turrentine']	Journey Into Melody - 2007 Digital Remaster/Ru...	0.505
7020	7020	["Girls' Generation"]	Into the New World	0.699
7315	7315	['Raheem DeVaughn']	I Don't Care	0.706
32662	32662	['Taylor Swift']	Shake It Off	0.647
625	625	['Ashana']	The Embrace	0.141
19694	19694	['Hopsin']	Pans in the Kitchen	0.853
16477	16477	['Jessie Reyez', 'Daniel Caesar']	Figures, a Reprise	0.506
37966	37966	['Jeezy']	Standing Ovation	0.384
38478	38478	['Kenny Chesney']	Coastal	0.721
6803	6803	['Parokya Ni Edgar']	Gitara	0.768
31598	31598	['The Strokes']	You Talk Way Too Much	0.308
529	529	['MYMP']	Tell Me Where It Hurts	0.726
27618	27618	['Z-Ro']	Mo City Don	0.758
36018	36018	['Hale']	The Day You Said Goodnight	0.558
26734	26734	['I Prevail']	Scars	0.505
15	15	['Agent Orange']	Bloodstains	0.506
31389	31389	['George Strait']	Living And Living Well	0.602
32437	32437	['Florence + The Machine']	No Light, No Light	0.429
32952	32952	['Anna Kendrick', 'Gwen Stefani', 'James Corde...	Move Your Feet / D.A.N.C.E. / It's A Sunshine Day	0.706
815	815	['Colt Ford', 'John Michael Montgomery']	Ride Through the Country (feat. John Michael M...	0.466
36741	36741	['Frank Foster']	Blue Collar Boys	0.557
24435	24435	['Eric Church']	Like A Wrecking Ball	0.693
37641	37641	['Carmen Twillie', 'Lebo M.']	Circle of Life - From "The Lion King"/ Soundtrack	0.315
31892	31892	['Dennis Brown']	Let Me Down Easy	0.743
6075	6075	['ION LIL GUT']	HighSchool	0.712
19048	19048	['Chayanne']	Este Ritmo Se Baila Así	0.767
22575	22575	['Lil Uzi Vert', 'Oh Wonder']	The Way Life Goes (feat. Oh Wonder)	0.703
39937	39937	['Luther Vandross']	So Amazing	0.626
16835	16835	['Atomic Kitten']	Eternal Flame - Single Version	0.578
4172	4172	['Usher', 'Lil Jon', 'Ludacris']	SexBeat	0.566
40458	40458	['The Fray']	How to Save a Life - Live in NYC - 2009	0.540
31202	31202	['Run The Jewels']	the ground below	0.692
8716	8716	['Type O Negative']	Anesthesia	0.331
23419	23419	['Slipknot']	Vermilion, Pt. 2	0.589
2909	2909	['Montgomery Gentry']	Roll with Me	0.552
24825	24825	['Bazzi']	3:15	0.651
4222	4222	['Fuel']	Empty Spaces	0.495
10000	10000	['Daniel Caesar']	Won't Live Here	0.315
36910	36910	['El Komander']	Soy De Rancho	0.773
25519	25519	['Reyli Barba']	Desde Que Llegaste	0.724
16533	16533	['BTS', 'Nicki Minaj']	IDOL	0.709
1288	1288	['Anthony Hamilton', 'Elayna Boynton']	Freedom	0.773
3777	3777	['Deep Sleep Music Collective']	Soothing Sleep	0.071
18584	18584	['Bethel Music', 'Jonathan David Helser', 'Mel...	Raise a Hallelujah (Studio Version)	0.420
25436	25436	['Songs: Ohia']	Farewell Transmission	0.431
33522	33522	['Carlos Vives']	Carito	0.688
14786	14786	['Nickelback']	Where Do I Hide	0.444
18252	18252	['Kid Ink', 'Usher', 'Tinashe']	Body Language (feat. Usher & Tinashe)	0.884
21841	21841	['David Guetta', 'Akon']	Sexy Bitch (feat. Akon)	0.813
20950	20950	['The Beatles']	I Feel Fine - Remastered 2015	0.564
33833	33833	['Papa Roach']	Scars	0.455
15916	15916	['Cher Lloyd']	With Ur Love	0.549
27344	27344	['Mudvayne']	Not Falling	0.438
764	764	['Casa De Leones']	No Te Veo - Remix	0.841
38771	38771	['Drake']	Started From the Bottom	0.794
39521	39521	['Lauv', 'Troye Sivan']	i'm so tired...	0.576
37659	37659	['Norma Jean']	Memphis Will Be Laid To Waste - Bless The Maty...	0.193
15999	15999	['Mayday Parade']	Hold Onto Me	0.460
39954	39954	['Switchfoot']	Gone	0.641
3804	3804	['Greyson Chance']	Low	0.476
39846	39846	['Bob Andy']	Life	0.796
30613	30613	['NEEDTOBREATHE']	Multiplied	0.593
41195	41195	['Usher', 'Young Thug']	No Limit (feat. Young Thug)	0.717
30521	30521	['Edward Maya', 'Vika Jigulina']	Stereo Love	0.778
6374	6374	['Paula Abdul']	Forever Your Girl	0.741
41062	41062	['Hot Flash Heat Wave']	Gutter Girl	0.519
40786	40786	['Macklemore & Ryan Lewis', 'Hollis', 'ScHoolb...	White Walls (feat. ScHoolboy Q, Hollis)	0.767
35346	35346	['Nicky Jam', 'Anuel AA']	Whine Up	0.817
35112	35112	['Kendrick Lamar']	FEEL.	0.746
6079	6079	['Bas', 'A$AP Ferg']	Boca Raton (with A$AP Ferg)	0.908
32448	32448	['Machine Head']	Locust	0.352
18487	18487	['UMI']	River	0.632
5957	5957	['Drake', 'Young Thug']	Ice Melts	0.813
4185	4185	['Epic Soundscapes']	Heavy Rain & Gentle Thunder	0.123
19717	19717	['Halestorm']	Bet U Wish U Had Me Back	0.440
15510	15510	['Paul Cardall']	Nearer My God to Thee	0.359
15901	15901	['Halestorm']	You Call Me a Bitch Like It's a Bad Thing	0.539
40575	40575	['Mandy Moore']	When Will My Life Begin (Reprise 1) - From "Ta...	0.387
2025	2025	['Kygo', 'Whitney Houston']	Higher Love	0.693
22988	22988	['Alex Bueno']	Que Vuelva	0.872
27164	27164	['Erick Sermon', 'Marvin Gaye']	Music (feat. Marvin Gaye)	0.897
28758	28758	['Decidic FX']	Softer Rain	0.138
23632	23632	['Lalo Mora']	El Hombre Que Más Te Amó	0.609
16654	16654	['100 gecs', 'Laura Les', 'Dylan Brady']	hand crushed by a mallet	0.659
9583	9583	['Silverstein', 'Down With Webster']	Runaway	0.457
6979	6979	['Jedi Mind Tricks', 'Army Of The Pharaohs', '...	Battle Cry	0.594
22010	22010	['Bruno Mars']	It Will Rain	0.576
39498	39498	['Marca MP', 'Grupo Firme']	Mil Gracias Por Existir	0.552
30899	30899	['Idealism']	controlla	0.788
21791	21791	['OneRepublic']	Good Life	0.634
41601	41601	['Savage Ga$p', '93FEETOFSMOKE', 'shinigami']	Pumpkins Scream In the Dead of Night (feat. sh...	0.816
27057	27057	['The Beatles']	Hello, Goodbye - Remastered 2015	0.498
31013	31013	['Hippo Campus']	Bambi	0.739
35842	35842	['Streetlight Manifesto']	A Better Place, a Better Time	0.532
7907	7907	['Ariana Grande']	Bad Decisions	0.698
22441	22441	['Meek Mill', 'Drake']	R.I.C.O. (feat. Drake)	0.727
9857	9857	['BTS']	Hip Hop Phile	0.796
15702	15702	['Bobby Brackins', 'Ray J']	143	0.833
10928	10928	['The Rolling Stones']	(I Can't Get No) Satisfaction - (Original Sing...	0.723
12774	12774	['Baby', 'Diddy', 'Mannie Fresh', 'Tateeze']	Do That... - Main	0.860
17982	17982	['Avenged Sevenfold']	Crimson Day	0.537
12247	12247	['Huncho Jack', 'Travis Scott', 'Quavo', 'Take...	Eye 2 Eye	0.818
36021	36021	['Jay Chou', 'Lara Liang']	珊瑚海	0.459
30349	30349	['JAY-Z', 'Kanye West', 'Beyoncé']	Lift Off	0.403
3850	3850	['Chris Stapleton']	Scarecrow In The Garden	0.633
28048	28048	['Twenty One Pilots']	Taxi Cab	0.567
31403	31403	['Adema']	The Way You Like It	0.424
20965	20965	['Backstreet Boys']	I Want It That Way	0.689
38163	38163	['Miranda Lambert']	Crazy Ex-Girlfriend	0.684
1191	1191	['Bad Meets Evil']	Take From Me	0.693
27259	27259	['Keller Williams']	Freeker By the Speaker	0.596
17566	17566	['Mayday Parade']	Anywhere but Here	0.414
22554	22554	['Beyoncé']	Hold Up	0.524
612	612	['Marc Anthony']	Hasta Ayer	0.488
22285	22285	['Taylor Swift']	Shake It Off	0.648
21446	21446	['Chamillionaire', 'Krayzie Bone']	Ridin'	0.788
31650	31650	['Eagles']	Peaceful Easy Feeling - 2013 Remaster	0.568
37497	37497	['Conjunto Primavera']	Enamorado De Ti	0.645
27167	27167	['2Pac', 'R.L. Hugger', 'Samuel J. "Tone" Barn...	Until The End Of Time	0.757
17827	17827	['Drake']	Headlines	0.636
28791	28791	['XXXTENTACION']	Save Me	0.731
19304	19304	['The National']	Abel	0.342
38791	38791	['Fortunate Youth']	Trippin	0.827
35002	35002	['KAYTRANADA', 'Syd']	YOU'RE THE ONE	0.824
24169	24169	['Easton Corbin']	All Over The Road	0.491
4547	4547	['Baby Bash', 'Perla Cruz', 'Russell Lee']	Shorty DooWop	0.812
19093	19093	['Staind']	How About You	0.277
40085	40085	['Rammstein']	TE QUIERO PUTA!	0.496
19896	19896	['Chris Brown']	Up To You	0.722
122	122	['Luis Aguilar', 'Antonio Aguilar']	El Mala Estrella	0.587
39544	39544	['Sean Kingston']	Eenie Meenie	0.734
41231	41231	['Mick Gordon']	At Doom's Gate	0.577
16752	16752	['Kenny Chesney']	All I Need to Know	0.590
29866	29866	['Annaleigh Ashford', 'Delta Nus', 'Dequina Mo...	Omigod You Guys	0.570
26308	26308	['Colt Ford', 'Jason Aldean']	Drivin’ Around Song (feat. Jason Aldean)	0.613
7110	7110	['Sheek Louch']	Good Love	0.814
41505	41505	['Conan Gray']	The King	0.643
39751	39751	['Bob Marley & The Wailers']	Sun Is Shining	0.700
3763	3763	['Kid Cudi', 'Pharrell Williams']	Surfin'	0.809
2303	2303	['Blondie']	Heart Of Glass - Special Mix	0.659
4721	4721	['Los Rehenes']	No Me Importa	0.631
4350	4350	['Jean Sibelius', 'Sakari Oramo', 'City Of Bir...	Sibelius : Finlandia Op.26	0.177
6197	6197	['Pitbull', 'Daddy Yankee', 'Natti Natasha']	No Lo Trates	0.834
7099	7099	['Kelly Clarkson']	Never Again	0.514
17590	17590	['Thirty Seconds To Mars']	This Is War	0.402
40820	40820	['DJ Drez']	Nectar Drop	0.619
3318	3318	['Lana Del Rey']	Blue Velvet	0.189
6953	6953	['Mickey Mouse', 'Goofy', 'Minnie Mouse']	A Mouse Like Me	0.781
4670	4670	['Creed']	One Last Breath	0.380
34845	34845	['Isaiah Rashad', 'Jay Rock', 'ScHoolboy Q']	Shot You Down (feat. Jay Rock & ScHoolboy Q)	0.682
24022	24022	['3OH!3', 'Kesha']	My First Kiss (feat. Ke$ha)	0.682
29517	29517	['Staind']	Zoe Jane	0.505
2388	2388	['Erik Satie', 'Jean-Yves Thibaudet']	Gnossiennes: No. 4	0.167
35226	35226	['J Balvin', 'Willy William']	Mi Gente	0.548
15870	15870	['fun.', 'Janelle Monáe']	We Are Young (feat. Janelle Monáe) - Acoustic ...	0.445
22523	22523	['Monte Booker', 'Smino']	Kolors	0.718
36899	36899	['SoMo']	We Can Make Love	0.491
34113	34113	['Amy Adams', 'James Marsden']	True Love's Kiss - From "Enchanted"/ Soundtrac...	0.244
774	774	['Vicente Fernández']	El Último Beso	0.563
37351	37351	['Anson Seabra']	Trying My Best	0.561
39922	39922	['TLC']	No Scrubs	0.799
6816	6816	['Toubab Krewe']	Hang Tan	0.549
19505	19505	['Cardenales De Nuevo León']	Hermoso Amor	0.768
34192	34192	['Daddy Yankee', 'Randy']	Salgo Pa' la Calle	0.617
26321	26321	['Taylor Swift']	I Knew You Were Trouble.	0.622
8961	8961	['Ciara', 'Missy Elliott']	1, 2 Step (feat. Missy Elliott) - Don Candiani...	0.805
31621	31621	['Klaus Badelt']	The Medallion Calls	0.368
7298	7298	['Rob Thomas']	Mockingbird	0.571
1993	1993	['Avicii']	Heaven	0.592
5783	5783	['Kacey Musgraves']	Dime Store Cowgirl	0.644
25056	25056	['M.O.P.', 'Busta Rhymes', 'Teflon', 'Remi Mar...	Ante Up (feat. Busta Rhymes, Teflon & Remi Mar...	0.680
39368	39368	['Dreamville', 'EARTHGANG', 'J. Cole', 'Smino'...	Sacrifices (with EARTHGANG & J. Cole feat. Smi...	0.825
10701	10701	['50 Cent']	Places To Go	0.781
31150	31150	['Leeland']	Way Maker - Live	0.432
20278	20278	['Tyler, The Creator', 'Wanya Morris', 'Dâm-Fu...	BLOW MY LOAD (feat. Wanya Morris, Dâm-Funk, Au...	0.289
19817	19817	['THE KOXX']	A Fool Moon Night	0.583
4081	4081	['Khalid']	Bad Luck	0.432
26000	26000	['Cascada']	Evacuate the Dancefloor - Radio Edit	0.760
6431	6431	['Blu Cantrell']	Hit 'Em up Style (Oops!)	0.682
24250	24250	['Taylor Swift']	22	0.658
10195	10195	['eli.']	i'm sad	0.899
12934	12934	['Valentín Elizalde']	Rodolfo Campa Roldan	0.606
10497	10497	['J.I the Prince of N.Y']	Proud Of Me	0.624
36515	36515	['Vampire Weekend']	White Sky	0.785
8303	8303	['King Von']	Took Her To The O	0.860
3514	3514	['Sticky Fingers']	Rum Rage	0.594
11834	11834	['Rainbow Kitten Surprise']	Shameful Company	0.699
22043	22043	['JAY-Z', 'Kanye West', 'Frank Ocean', 'The-Dr...	No Church In The Wild	0.654
65	65	['Big Moe']	City Of Syrup (feat. Z-Ro & Tyte Eyez)	0.893
23877	23877	['Toby Keith']	American Ride	0.519
38182	38182	['Fall Out Boy']	Thnks fr th Mmrs	0.459
38884	38884	["D'Angelo"]	The Charade	0.671
23487	23487	['Disturbed']	Ten Thousand Fists	0.540
15741	15741	['Daft Punk']	Nocturne	0.185
18125	18125	['I Prevail']	The Enemy	0.509
1088	1088	['Pigeon John']	The Bomb	0.774
12625	12625	['Boards of Canada']	In A Beautiful Place Out In The Country	0.636
40993	40993	['A Great Big World']	Say Something	0.447
20747	20747	['Offset']	Red Room	0.936
15602	15602	['The Bloody Beetroots', 'Steve Aoki']	Warp 1.9 (feat. Steve Aoki)	0.654
34081	34081	['Leona Lewis']	Footprints in the Sand	0.507
29454	29454	['Duelo']	Amiga Soledad	0.513
38045	38045	['Slim Thug', 'Bun B', 'T.I.']	3 Kings	0.534
18553	18553	['Blanco White']	Olalla	0.572
4668	4668	['Girls Aloud']	Love Machine	0.663
38948	38948	['Coldplay']	O	0.230
13989	13989	['Ariel Pink']	Dayzed Inn Daydreams	0.442
786	786	['Esperanza de Vida']	Me rindo ante ti	0.493
25937	25937	['Ice Cube', 'Lil Jon', 'Snoop Dogg']	Go To Church	0.726
18297	18297	['Rihanna']	Never Ending	0.530
7472	7472	['Tyler Childers']	Detroit	0.539
33360	33360	['OutKast', 'Khujo Goodie']	Gasoline Dreams (with Khujo Goodie)	0.729
17858	17858	['Stone Sour']	Taciturn	0.286
10833	10833	['Liz Phair']	Extraordinary	0.561
10744	10744	['Rodrigo y Gabriela']	30 De Marzo	0.491
32494	32494	['Victorious Cast', 'Elizabeth Gillies']	You Don't Know Me	0.497
19691	19691	['Banda Machos']	Mi luna, mi estrella	0.874
19510	19510	['Robert Earl Keen']	Gringo Honeymoon	0.503
14882	14882	['Red Hot Chili Peppers']	Runaway - 2006 Remaster	0.510
18485	18485	['The 1975']	Give Yourself A Try	0.334
33031	33031	['Miguel']	Banana Clip	0.638
26178	26178	['Dan Hartman']	I Can Dream About You	0.743
6853	6853	['Nujabes']	World's end Rhapsody	0.745
24944	24944	['Harry Styles']	Cherry	0.530
13315	13315	['NEEDTOBREATHE']	We Could Run Away	0.424
37011	37011	['Domo Genesis', 'Mac Miller']	Coming Back (feat. Mac Miller)	0.514
23332	23332	['Rancid']	Fall Back Down	0.525
29481	29481	['Michael Jackson']	Dirty Diana	0.745
18827	18827	['Modest Mouse']	All Night Diner	0.481
41408	41408	['Young Dolph', 'Key Glock']	Major	0.907
11180	11180	['The Strokes']	Electricityscape	0.382
7814	7814	['Brandi Carlile']	The Eye	0.425
6310	6310	['Quasimoto']	Bluffin	0.575
18670	18670	['Ro James', 'Miguel']	Too Much	0.632
7758	7758	['Run The Jewels', 'Travis Barker']	All Due Respect	0.685
16624	16624	['Anderson .Paak', 'Brandy']	Jet Black (feat. Brandy)	0.819
21758	21758	['Kid Cudi']	Day 'N' Nite (nightmare)	0.871
3043	3043	['Lady Gaga']	So Happy I Could Die	0.557
11973	11973	['Slipknot']	Lech	0.440
22759	22759	['Arizona Zervas']	ROXANNE	0.621
24576	24576	['Jason Aldean']	Any Ol' Barstool	0.536
38858	38858	['Jason Aldean']	Just Gettin' Started	0.507
25299	25299	['Sugarcult']	Bouncing Off The Walls	0.477
15777	15777	['Super Potro']	Mujer	0.667
4083	4083	['Zara Larsson']	All the Time	0.665
35291	35291	['Arcangel', 'Bad Bunny']	Infeliz	0.713
27626	27626	['The Notorious B.I.G.', 'Faith Evans', 'The G...	1970 Somethin' (feat. The Game & Faith Evans)	0.786
147	147	['Marc Anthony']	Yo Te Quiero	0.720
22028	22028	['Bon Iver']	Holocene	0.375
33712	33712	['JAY-Z']	Public Service Announcement (Interlude)	0.449
14259	14259	['BTS', 'Desiigner', 'Steve Aoki']	MIC Drop (feat. Desiigner) [Steve Aoki Remix]	0.613
40172	40172	['Arctic Monkeys']	Leave Before The Lights Come On	0.365
1103	1103	['AJ Rafael', 'Jesse Barrera']	She Was Mine (feat. Jesse Barrera)	0.732
10244	10244	['Six', 'Aimie Atkinson']	All You Wanna Do	0.738
38834	38834	['Randy Rogers Band']	Fuzzy	0.480
41653	41653	['Kygo', 'Oh Wonder']	How Would I Know	0.514
3133	3133	['Ludwig van Beethoven', 'Louis Lortie']	Piano Sonata No. 14 in C-Sharp Minor, Op. 27 N...	0.244
6972	6972	['Goofy']	Twinkle, Twinkle Little Star	0.676
39515	39515	['Lauv']	Tell My Mama	0.880
19467	19467	['Jaheim']	Never	0.537
30319	30319	['Rise Against']	Make It Stop (September's Children)	0.407
3516	3516	['Rittz']	Turn Down	0.763
21126	21126	['The Goo Goo Dolls']	Sympathy	0.546
33439	33439	['PowerThoughts Meditation Club']	432Hz Miracle Tone: Raise Positive Vibrations ...	0.062
25444	25444	['Brand New']	Okay I Believe You, But My Tommy Gun Don't	0.737
24577	24577	['Two Feet']	Go Fuck Yourself	0.765
5165	5165	['Friendly Fires']	Paris (Aeroplane Remix)	0.703
11390	11390	['Keyshia Cole']	You Complete Me	0.681
8327	8327	['SiR', 'Boogie']	Rapper Weed	0.551
13705	13705	['Beyoncé', 'J. Cole']	Party (feat. J. Cole)	0.649
27809	27809	['50 Cent']	I Get Money	0.525
31611	31611	['The White Stripes']	I Just Don't Know What To Do With Myself	0.405
27656	27656	['Merle Haggard']	Mama Tried	0.738
22647	22647	['Clairo']	Flaming Hot Cheetos	0.817
33855	33855	['Eminem', 'Obie Trice', 'Stat Quo', '50 Cent']	Spend Some Time	0.695
29161	29161	['Nelly', 'City Spud']	Ride Wit Me - Album Version/Edited	0.846
1717	1717	['Tay-K']	I <3 My Choppa	0.732
777	777	['Yusuf / Cat Stevens']	Wild World	0.480
23574	23574	['Ciara', '50 Cent']	Can't Leave 'Em Alone (feat. 50 Cent)	0.527
12988	12988	['Handsome Boy Modeling School', 'Jack Johnson']	Breakdown	0.748
28759	28759	['Brett Eldredge']	Love Someone	0.423
19126	19126	['Red Hot Chili Peppers']	Suck My Kiss	0.618
34543	34543	['Mindless Self Indulgence']	Molly	0.683
25673	25673	['Tenacious D']	The Metal	0.623
21062	21062	['Nelly', 'Kelly Rowland']	Dilemma	0.727
2322	2322	['Antonio Aguilar']	Ella	0.381
31936	31936	['Killswitch Engage']	The Arms of Sorrow	0.499
13807	13807	['Chris Brown']	2012	0.592
7054	7054	['Asia Cruise']	Selfish	0.706
4316	4316	['Bruce Faulconer']	Vegeta - Super Saiyan	0.305
11375	11375	['Charlie Hunter']	Fine Corinthian Leather	0.593
5462	5462	['Deftones']	Tempest	0.343
14532	14532	['Vedo']	Girls Need Love (V-Mix)	0.754
11104	11104	['Don Omar']	Angelito	0.630
3488	3488	['Natalia Kills']	Problem	0.549
5635	5635	['K.Flay']	Make Me Fade	0.583
32193	32193	['Brad Paisley']	American Saturday Night	0.487
29851	29851	['Black Flag']	Nervous Breakdown	0.401
10419	10419	['Freddie Gibbs', 'The Alchemist', 'Conway the...	Babies & Fools (feat. Conway the Machine)	0.651
25872	25872	['The Script']	The Man Who Can't Be Moved	0.609
20025	20025	['Mike Love']	Permanent Holiday	0.851
35411	35411	['H.E.R.']	Comfortable	0.429
25343	25343	['N.O.R.E.']	Nothin'	0.791
30782	30782	['Wheeler Walker Jr.']	Drop 'Em Out	0.691
6781	6781	['Beegie Adair']	They Didn't Believe Me	0.583
8785	8785	['Fountains Of Wayne']	All Kinds Of Time	0.428
5523	5523	['Man Man']	Head On (Hold On To Your Heart)	0.711
17530	17530	['AC/DC']	Black Ice	0.501
31417	31417	['311']	I'll Be Here Awhile	0.638
3886	3886	['Kim Petras']	I Don't Want It At All	0.766
27033	27033	['Travis Scott', 'ROSALÍA', 'Lil Baby']	HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby)...	0.559
31747	31747	['George Strait']	She'll Leave You With A Smile - Edit	0.639
4473	4473	['Emilíana Torrini']	Gollum's Song	0.125
22545	22545	['ZAYN']	PILLOWTALK	0.584
2537	2537	['Incubus']	Here in My Room	0.460
23673	23673	['Jonas Brothers']	S.O.S.	0.584
40533	40533	['A Day To Remember']	Holdin' It Down for the Underground	0.354
7277	7277	['Paula Sergio']	Garota de Ipanema	0.604
2189	2189	['Goldfrapp']	Lovely Head	0.481
13139	13139	['Christine Fan', 'Angela Chang']	如果的事	0.592
2636	2636	['John Prine']	Crazy as a Loon	0.564
15991	15991	['Clem Leek']	Bless Those Tired Eyes	0.301
11444	11444	['Norah Jones']	I Wouldn't Need You	0.638
10014	10014	['Overtime']	Hunger in My Stomach	0.580
40168	40168	['Kimya Dawson']	Tire Swing	0.513
12726	12726	['Los Rieleros Del Norte']	Una Mujer Como Tú	0.509
31533	31533	['DJ Jazzy Jeff & The Fresh Prince']	Summertime	0.668
32801	32801	['Big Sean', 'Kanye West', 'John Legend']	One Man Can Change The World	0.670
24440	24440	['Bad Suns']	Cardiac Arrest	0.616
14135	14135	['Bryson Tiller']	The Sequence	0.433
3991	3991	['Khalid']	Vertigo	0.487
6457	6457	['Agustín Lara']	María Bonita	0.633
8376	8376	['Falling In Reverse']	The Drug In Me Is Reimagined	0.498
36924	36924	['Phillip Phillips']	Raging Fire	0.557
39607	39607	['The White Stripes']	Little Bird	0.272
21517	21517	['Amy Winehouse']	Rehab	0.434
